"Sample","Date","Site.ID","Project","Type","Species","Stage","Line.Out.Depth.Range","Hakai.Net.ID","Size.Fraction..um.","Tube.ID","dry_weight_mg","wet_weight_mg","POMvolume.all","file","RUNINFO","Taxa.notes","Single.taxa.","IVOL","C10.0_AREA","C11.0_AREA","C12.0_AREA","C13.0_AREA","C14.0_AREA","C14.1_AREA","C15.0_AREA","C16.0_AREA","C16.1n.7_AREA","C16.2n.4_AREA","C16.3n.4_AREA","C16.4n.1_AREA","C17.0_AREA","C18.0_AREA","C18.1n.7_AREA","C18.1n.9c_AREA","C18.1n.9t_AREA","C18.2n.6c_AREA","C18.2n.6t_AREA","C18.3n.3_AREA","C18.3n.6_AREA","C18.4n.3_AREA","C19.0_AREA","C20.0_AREA","C20.1n.11_AREA","C20.1n.9_AREA","C20.2n.6_AREA","C20.3n.6_AREA","C20.3n.3_AREA","C20.4n.3_AREA","C20.4n.6_AREA","C20.5n.3_AREA","C22.0_AREA","C22.1n.11_AREA","C22.1n.9_AREA","C22.2n.6_AREA","C22.4n.6_AREA","C22.5n.6_AREA","C22.5n.3_AREA","C22.6n.3_AREA","C24.1n.9_AREA","ant.15.0_AREA","iso.15.0_AREA","iso.17.0_AREA","Total.FA_G_AREA","SumFA","C10.0_mg.g","C11.0_mg.g","C12.0_mg.g","C13.0_mg.g","C14.0_mg.g","C14.1_mg.g","C15.0_mg.g","C16.0_mg.g","C16.1n.7_mg.g","C16.2n.4_mg.g","C16.3n.4_mg.g","C16.4n.1_mg.g","C17.0_mg.g","C18.0_mg.g","C18.1n.7_mg.g","C18.1n.9c_mg.g","C18.2n.6c_mg.g","C18.2n.6t_mg.g","C18.3n.3_mg.g","C18.3n.6_mg.g","C18.4n.3_mg.g","C20.0_mg.g","C20.1n.11_mg.g","C20.1n.9_mg.g","C20.2n.6_mg.g","C20.3n.6_mg.g","C20.3n.3_mg.g","C20.4n.3_mg.g","C20.4n.6_mg.g","C20.5n.3_mg.g","C22.0_mg.g","C22.1n.11_mg.g","C22.1n.9_mg.g","C22.2n.6_mg.g","C22.4n.6_mg.g","C22.5n.6_mg.g","C22.5n.3_mg.g","C22.6n.3_mg.g","C24.1n.9_mg.g","ant.15.0_mg.g","iso.15.0_mg.g","iso.17.0_mg.g","SumFA_mg.g","C10.0_mg.gWW","C11.0_mg.gWW","C12.0_mg.gWW","C13.0_mg.gWW","C14.0_mg.gWW","C14.1_mg.gWW","C15.0_mg.gWW","C16.0_mg.gWW","C16.1n.7_mg.gWW","C16.2n.4_mg.gWW","C16.3n.4_mg.gWW","C16.4n.1_mg.gWW","C17.0_mg.gWW","C18.0_mg.gWW","C18.1n.7_mg.gWW","C18.1n.9c_mg.gWW","C18.2n.6c_mg.gWW","C18.2n.6t_mg.gWW","C18.3n.3_mg.gWW","C18.3n.6_mg.gWW","C18.4n.3_mg.gWW","C20.0_mg.gWW","C20.1n.11_mg.gWW","C20.1n.9_mg.gWW","C20.2n.6_mg.gWW","C20.3n.6_mg.gWW","C20.3n.3_mg.gWW","C20.4n.3_mg.gWW","C20.4n.6_mg.gWW","C20.5n.3_mg.gWW","C22.0_mg.gWW","C22.1n.11_mg.gWW","C22.1n.9_mg.gWW","C22.2n.6_mg.gWW","C22.4n.6_mg.gWW","C22.5n.6_mg.gWW","C22.5n.3_mg.gWW","C22.6n.3_mg.gWW","C24.1n.9_mg.gWW","ant.15.0_mg.gWW","iso.15.0_mg.gWW","iso.17.0_mg.gWW","SumFA_mg.gWW","C10.0_ug.L","C11.0_ug.L","C12.0_ug.L","C13.0_ug.L","C14.0_ug.L","C14.1_ug.L","C15.0_ug.L","C16.0_ug.L","C16.1n.7_ug.L","C16.2n.4_ug.L","C16.3n.4_ug.L","C16.4n.1_ug.L","C17.0_ug.L","C18.0_ug.L","C18.1n.7_ug.L","C18.1n.9c_ug.L","C18.2n.6c_ug.L","C18.2n.6t_ug.L","C18.3n.3_ug.L","C18.3n.6_ug.L","C18.4n.3_ug.L","C20.0_ug.L","C20.1n.11_ug.L","C20.1n.9_ug.L","C20.2n.6_ug.L","C20.3n.6_ug.L","C20.3n.3_ug.L","C20.4n.3_ug.L","C20.4n.6_ug.L","C20.5n.3_ug.L","C22.0_ug.L","C22.1n.11_ug.L","C22.1n.9_ug.L","C22.2n.6_ug.L","C22.4n.6_ug.L","C22.5n.6_ug.L","C22.5n.3_ug.L","C22.6n.3_ug.L","C24.1n.9_ug.L","ant.15.0_ug.L","iso.15.0_ug.L","iso.17.0_ug.L","SumFA_ug.L","C10.0_PERCENT","C11.0_PERCENT","C12.0_PERCENT","C13.0_PERCENT","C14.0_PERCENT","C14.1_PERCENT","C15.0_PERCENT","C16.0_PERCENT","C16.1n.7_PERCENT","C16.2n.4_PERCENT","C16.3n.4_PERCENT","C16.4n.1_PERCENT","C17.0_PERCENT","C18.0_PERCENT","C18.1n.7_PERCENT","C18.1n.9c_PERCENT","C18.2n.6c_PERCENT","C18.2n.6t_PERCENT","C18.3n.3_PERCENT","C18.3n.6_PERCENT","C18.4n.3_PERCENT","C20.0_PERCENT","C20.1n.11_PERCENT","C20.1n.9_PERCENT","C20.2n.6_PERCENT","C20.3n.6_PERCENT","C20.3n.3_PERCENT","C20.4n.3_PERCENT","C20.4n.6_PERCENT","C20.5n.3_PERCENT","C22.0_PERCENT","C22.1n.11_PERCENT","C22.1n.9_PERCENT","C22.2n.6_PERCENT","C22.4n.6_PERCENT","C22.5n.6_PERCENT","C22.5n.3_PERCENT","C22.6n.3_PERCENT","C24.1n.9_PERCENT","ant.15.0_PERCENT","iso.15.0_PERCENT","iso.17.0_PERCENT","Hakai.ID"
"QF8713",2022-01-12,"QU3","Zoopsprint","POM",,,5,,,"Q22-089",24.81,802.59,10000,"C:\CompassCDS\Data\2022\05\24\2022-05-24 20_27_32_Q22-089.DATA","N.A.",,,4,0,0,0.50315266528535,0,2.66073859787878,0,0.250846680271074,14.1118089095623,1.78917673207262,2.38208080216263,0,0,1.54874591328342,12.8436915984363,1.05453052512638,4.61935355723953,1.8901159714632,0.822275798770158,0,1.0218924814913,0,2.36933821488494,13084.36712,0.581923806109164,0,0,0,0,1.96834585760232,0,0,1.24747771101977,0,0,0,0,0,0,0,1.01153535005673,0,0,0,0,65.1861203662099,50.7869152012528,0,0,0.0202802364081157,0,0.10724460289717,0,0.0101107085961739,0.568795199901746,0.0721151443801942,0.0960129303572203,0,0,0.0624242609142855,0.51768204749844,0.0425042533303662,0.186189180058022,0.0331429181285836,0,0.0411887336352802,0,0.0954993234536453,0.0234552118544605,0,0,0,0,0.0793367939380218,0,0,0.0502812459097048,0,0,0,0,0,0,0,0.0407712756975709,0,0,0,0,2.047034066959,0,0,0.0006269112065754,0,0.00331519031869171,0,0.000312546481106262,0.0175828367031265,0.00222925370621689,0.00296799212818828,0,0,0.00192968503629926,0.0160028054155126,0.00131390937480704,0.00575555832646748,0.00102452783958205,0,0.00127324347611022,0,0.00295211529533752,0.000725057384354607,0,0,0,0,0.00245249237792935,0,0,0.00155431504382035,0,0,0,0,0,0,0,0.00126033884057456,0,0,0,0,0.0632787789547001,0,0,0.050315266528535,0,0.266073859787878,0,0.0250846680271074,1.41118089095623,0.178917673207262,0.238208080216263,0,0,0.154874591328342,1.28436915984363,0.105453052512638,0.461935355723953,0.0822275798770158,0,0.10218924814913,0,0.236933821488494,0.0581923806109164,0,0,0,0,0.196834585760232,0,0,0.124747771101977,0,0,0,0,0,0,0,0.101153535005673,0,0,0,0,5.07869152012528,0,0,0.00990713185259456,0,0.0523902384567974,0,0.00493919899007544,0.2778630844902,0.0352290885355542,0.0469034355152934,0,0,0.0304949790146975,0.252893713814685,0.0207638231412089,0.0909555845031042,0.0161907017882802,0,0.0201211764377076,0,0.0466525325567814,0.0114581443626411,0,0,0,0,0.0387569485132613,0,0,0.0245629746574764,0,0,0,0,0,0,0,0.0199172433696422,0,0,0,0,
"QF8729",2022-01-12,"QU3","Zoopsprint","POM",,,5,,,"Q22-087",20.86,653.28,10000,"C:\CompassCDS\Data\2022\06\13\2022-06-13 11_57_17_Q22-087.DATA","N.A.",,,6,0,0,0.20793946956567,0,0.619540863295307,0,0.081117392892323,2.59322656591295,0.355585103502274,0,0,0,1.05941732188077,2.27752524591238,0.127758955266238,0.470400520668274,0,0.0928996548904338,0,0,0,0,40295.61438,0.37601286301569,0,0,0,0,0,0,0,0.408266038950515,0,0,0.0880665363241448,0,0.135714115770233,0,0,0.318036306982348,0,0,0,0,14.6304378049788,9.21150695482956,0,0,0.00996833507026224,0,0.0296999455079246,0,0.00388865737738844,0.124315751002538,0.0170462657479517,0,0,0,0.050787024059481,0.109181459535589,0.00612459037709674,0.022550360530598,0.00445348297653086,0,0,0,0,0.0180255447275019,0,0,0,0,0,0,0,0.0195717180704945,0,0,0.00422178985254769,0,0.00650594994104666,0,0,0.0152462275638709,0,0,0,0,0.441587102340822,0,0,0.000318300682043948,0,0.000948354248247776,0,0.000124169411113646,0.00396954838034679,0.000544307346776686,0,0,0,0.00162168950814471,0.00348629262477403,0.000195565385847168,0.000720059577314894,0.000142204957890084,0,0,0,0,0.000575576878238565,0,0,0,0,0,0,0,0.000624948014558099,0,0,0.000134806723493976,0,0.000207742645986764,0,0,0.000486830007014371,0,0,0,0,0.0141003963917915,0,0,0.020793946956567,0,0.0619540863295307,0,0.0081117392892323,0.259322656591295,0.0355585103502273,0,0,0,0.105941732188077,0.227752524591238,0.0127758955266238,0.0470400520668274,0.00928996548904338,0,0,0,0,0.037601286301569,0,0,0,0,0,0,0,0.0408266038950515,0,0,0.00880665363241448,0,0.0135714115770233,0,0,0.0318036306982348,0,0,0,0,0.921150695482956,0,0,0.0225738818398925,0,0.067257275745798,0,0.00880609364896516,0.281520339574116,0.0386022727058618,0,0,0,0.115010207024305,0.247247845231044,0.0138694956094295,0.0510666194983053,0.0100851744829576,0,0,0,0,0.0408199076285284,0,0,0,0,0,0,0,0.0443213082237822,0,0,0.0095604917584057,0,0.0147331068017138,0,0,0.0345259802268947,0,0,0,0,
"QF8733",2022-01-12,"QU3","Zoopsprint","POM",,,5,,,"Q22-088",18.22,587.5,10000,"C:\CompassCDS\Data\2022\06\13\2022-06-13 12_36_22_Q22-088.DATA","N.A.",,,6,0,0,0.316407064110799,0,0.858722607446431,0,0,3.4982349015913,0.341939771216463,0,0,0.165550482551156,1.26910575331069,4.3137539423884,0.111130477050769,0.590899666754452,0,0.387587220547893,0,0,0,0,25542.05464,0.371917799444501,0,0,0,0,0,0,0,0.380992195309155,0,0,0,0,0.202595896177286,0,0,0.147740137791828,0,0,0,0,22.0186039426623,12.9565779156911,0,0,0.0173659200938968,0,0.047130768795084,0,0,0.191999720175154,0.0187672761370178,0,0,0.00908619552970123,0.0696545418941104,0.236759272359408,0.00609936756590389,0.0324313757823519,0.0212726246184354,0,0,0,0,0.0204126124832328,0,0,0,0,0,0,0,0.0209106583594487,0,0,0,0,0.0111194235003999,0,0,0.00810867935191153,0,0,0,0,0.711118436646056,0,0,0.000538565215507742,0,0.00146165550203648,0,0,0.00595444238568732,0.000582025142496107,0,0,0.000281788055406223,0.00216018000563522,0.00734255990193771,0.000189158258809819,0.00100578666681609,0.000659722928592157,0,0,0,0,0.000633051573522555,0,0,0,0,0,0,0,0.000648497353717711,0,0,0,0,0.000344844078599635,0,0,0.000251472574964814,0,0,0,0,0.0220537496437296,0,0,0.0316407064110799,0,0.0858722607446431,0,0,0.34982349015913,0.0341939771216463,0,0,0.0165550482551156,0.126910575331069,0.43137539423884,0.0111130477050769,0.0590899666754452,0.0387587220547893,0,0,0,0,0.0371917799444501,0,0,0,0,0,0,0,0.0380992195309155,0,0,0,0,0.0202595896177286,0,0,0.0147740137791828,0,0,0,0,1.29565779156911,0,0,0.0244205735626853,0,0.0662769608637533,0,0,0.269996825114967,0.0263912101977448,0,0,0.0127773308375405,0.0979506904962717,0.332939296970091,0.00857714728178214,0.0456061523806251,0.0299143202063026,0,0,0,0,0.0287049405996384,0,0,0,0,0,0,0,0.0294053103981842,0,0,0,0,0.0156365282172178,0,0,0.0114027128731968,0,0,0,0,
"F90-15",2022-01-12,"QU3","Zoopsprint","POM",,,,,,"Q22-086",60.92,2263.64,4490,"C:\CompassCDS\Data\2022\05\24\2022-05-24 18_30_37_Q22-086.DATA","N.A.",,,4,0.258436019322691,0,1.41604698039887,0,2.19712130093318,0,0.273554837332247,11.6316414135903,1.11855963305609,0,0,0,1.49431780639875,20.6045694319429,0.505579890350967,1.57171470052006,0,0,0,0.169332580540151,0,0.762251272082304,13393.8071,0.910040413752114,0,0,0.627991552902087,0,0,0,0,0.847033242325851,0,0,0.472757360377394,0,0,0.217462932663858,0,0.795590179882462,0,0,0,0,102.053021578906,45.8740015483723,0.00424221962118666,0,0.0232443693433827,0,0.0360656812365919,0,0.00449039457209861,0.190933050124595,0.0183611233265937,0,0,0,0.0245291826395067,0.338223398423226,0.008299078961769,0.0257996503696662,0,0,0.00277958930630583,0,0.0125123321090332,0.0149382865028253,0,0,0.0103084627856548,0,0,0,0,0.0139040256455327,0,0,0.00776029810205834,0,0,0.00356964761431152,0,0.0130595892955099,0,0,0,0,0.753020379979848,0.000114168339189399,0,0.000625561918149032,0,0.00097061427653389,0,0.000120847324367942,0.00513846787191882,0.000494142015981378,0,0,0,0.000660139335936258,0.00910240560864047,0.00022334818714591,0.000694330680019819,0,0,7.48054374989624e-05,0,0.000336736968812313,0.000402025239769625,0,0,0.000277425541562301,0,0,0,0,0.000374190791082438,0,0,0.000208848297599174,0,0,9.60678078951855e-05,0,0.000351464976711165,0,0,0,0,0.0202655906188141,0.0575581334794413,0,0.31537794663672,0,0.489336592635451,0,0.060925353526113,2.59056601638983,0.249122412707369,0,0,0,0.332810201870546,4.58899096479798,0.112601311882175,0.350047817487765,0,0,0.0377132696080515,0,0.169766430307863,0.202681606626306,0,0,0.139864488396901,0,0,0,0,0.188648829025802,0,0,0.105291171576257,0,0,0.0484327244240218,0,0.177191576811239,0,0,0,0,10.2169268481898,0.00563360532327185,0,0.0308681809435287,0,0.0478946947459205,0,0.00596317801148859,0.253556285063234,0.0243833019859105,0,0,0,0.0325743941221925,0.449155703371903,0.0110210549175191,0.034261556600044,0,0,0.00369125375647897,0,0.016616193189045,0.0198378249778911,0,0,0.0136894871104692,0,0,0,0,0.0184643417564672,0,0,0.0103055618524774,0,0,0.00474043958067516,0,0.0173429426914838,0,0,0,0,
"QF8735",2022-01-13,"QU39","Zoopsprint","POM",,,5,,,"Q22-054",26.13,837.28,12000,"C:\CompassCDS\Data\2022\06\07\2022-06-07 19_44_38_Q22-054.DATA","N.A.",,,4,0,0,0.892238106330002,0,2.52962349461783,0,0.216111882189404,18.2935372444181,1.62604851701086,3.6417983502481,0,0,1.56233434571299,25.4827934063563,1.22760359317649,6.78693261710165,0,0,0,0.993484592113672,0,2.52381175834298,10439.48609,1.03174837555629,0,0,0.425104655606663,0,3.84783628798341,0,0,1.34902629148481,0,0,0,0,0,0,0,0.699651260323678,0,0,0,0,196.181746145705,73.1296847785732,0,0,0.0341461196452355,0,0.0968091655039352,0,0.00827064225753555,0.700097100819676,0.0622291816689958,0.139372305788293,0,0,0.0597908283854952,0.975231282294538,0.0469806197159009,0.259737183968682,0,0,0.0380208416423143,0,0.0965867492668573,0.0394852038100379,0,0,0.0162688348873579,0,0.147257416302465,0,0,0.0516274891498207,0,0,0,0,0,0,0,0.0267757849339333,0,0,0,0,2.79868675004107,0,0,0.00106563886194583,0,0.00302123960278261,0,0.000258111840948552,0.0218487689236792,0.00194206062131051,0.00434955851118873,0,0,0.00186596400930751,0.0304352109286693,0.00146618048105352,0.00810592945860603,0,0,0.0011865619531264,0,0.00301429839282317,0.00123226205756293,0,0,0.000507721019977383,0,0.00459563860116497,0,0,0.00161120090230844,0,0,0,0,0,0,0,0.000835623997137968,0,0,0,0,0.0873419701635931,0,0,0.0743531755275002,0,0.210801957884819,0,0.0180093235157837,1.52446143703484,0.135504043084238,0.303483195854008,0,0,0.130194528809416,2.12356611719636,0.102300299431374,0.565577718091804,0,0,0.0827903826761393,0,0.210317646528582,0.0859790312963576,0,0,0.0354253879672219,0,0.320653023998617,0,0,0.112418857623735,0,0,0,0,0,0,0,0.0583042716936398,0,0,0,0,6.09414039821444,0,0,0.0122007651069682,0,0.0345909257270448,0,0.00295518684161926,0.250152004617666,0.0222351364146354,0.0497991801998733,0,0,0.021363887324874,0.348460320641539,0.0167866660015493,0.0928068080376876,0,0,0.0135852437368192,0,0.0345114540830408,0.0141084756303857,0,0,0.00581302458630613,0,0.0526166125238216,0,0,0.0184470409734362,0,0,0,0,0,0,0,0.00956726755273357,0,0,0,0,
"QF8736",2022-01-13,"QU39","Zoopsprint","POM",,,5,,,"Q22-055",21.74,615.74,12000,"C:\CompassCDS\Data\2022\06\07\2022-06-07 20_23_36_Q22-055.DATA","N.A.",,,4,0,0,0.187993768650817,0,0.480136232569235,0,0,2.56166911570596,0.283889174382468,0,0,0,1.24610691185539,3.30772844927566,0.349386374636885,0.35749564050982,0,0,0,0,0,0,14339.62973,0.266358630795692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217805053289894,0,0,0,18.7431614386601,9.25856935167181,0,0,0.00864736746323907,0,0.0220853832828535,0,0,0.117832066039833,0.0130583796864061,0,0,0,0.0573186252003398,0.152149422689773,0.0160711303880812,0.0164441416977838,0,0,0,0,0,0.0122520069363244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100186317060669,0,0,0,0.4258771550907,0,0,0.000305313555479289,0,0.000779771060137778,0,0,0.00416030973415071,0.000461053649888701,0,0,0,0.00202375501324486,0.00537195642523737,0.000567425170748831,0.000580595122145418,0,0,0,0,0,0.000432582958384533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000353728933137191,0,0,0,0.0150364916225547,0,0,0.0156661473875681,0,0.0400113527141029,0,0,0.21347242630883,0.023657431198539,0,0,0,0.103842242654616,0.275644037439638,0.0291155312197404,0.0297913033758183,0,0,0,0,0,0.0221965525663077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181504211074912,0,0,0,0.771547445972651,0,0,0.0203048399283061,0,0.0518585771010655,0,0,0.276680879993992,0.0306623154830294,0,0,0,0.134589574752214,0.357261292067589,0.0377365402111285,0.0386124061861962,0,0,0,0,0,0.0287688756954222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235246985810573,0,0,0,
"QF8737",2022-01-13,"QU39","Zoopsprint","POM",,,5,,,"Q22-056",18.93,584.18,12000,"C:\CompassCDS\Data\2022\06\07\2022-06-07 21_02_37_Q22-056.DATA","N.A.",,,4,1.44995090211185,0,2.70473748071373,0,3.44743268625906,4.00584985751277,0,18.1474538676739,1.27553573434025,1.32337884690661,0,1.38913230227403,1.99355961756668,17.0201646730773,0.94198766103532,0.9716329661297,0,0,0,0,0,0,2762.128986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.950038627377845,150.208636563651,55.6208552229791,0.0765953989493848,0,0.142881007961634,0,0.182114774762761,0.211613832937812,0,0.958661060098994,0.067381708100383,0.0699090780193665,0,0.073382583321396,0.105312182650115,0.899110653622678,0.0497616302712795,0.0513276791405018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501869322439432,2.93823852208025,0.00248202763208575,0,0.00462997274934733,0,0.00590131926163008,0.00685721842157002,0,0.031064832530511,0.002183463546065,0.00226536144151907,0,0.00237791828250544,0.00341257766025314,0.0291351375827267,0.00161249556820726,0.00166324243577271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016262772217088,0.0952118443339024,0.120829241842654,0,0.225394790059477,0,0.287286057188255,0.333820821459398,0,1.51228782230616,0.106294644528354,0.110281570575551,0,0.115761025189502,0.166129968130557,1.41834705608977,0.0784989717529433,0.0809694138441416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0791698856148204,4.63507126858159,0.026068475507957,0,0.048628117454697,0,0.0619809363311407,0.0720206448004741,0,0.32627067302224,0.0229326882736114,0.0237928532670219,0,0.0249750259449467,0.0358419447089527,0.306003289680552,0.0169358715765692,0.017468860596165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170806188356728,
"F90-16",2022-01-13,"QU39","Zoopsprint","POM",,,,,,"Q22-053",54.48,2201.63,10000,"C:\CompassCDS\Data\2022\06\07\2022-06-07 19_05_38_Q22-053.DATA","N.A.",,,4,0.399587005272505,0,1.58306177674747,0,3.29300729864369,0,0.401323008214259,16.1592866561039,2.27703188894744,0.315780828565058,0,0.291998527820316,1.55525803923171,22.7380828549765,1.25207028891264,2.99794436464507,0,0.791265157231439,0,1.20850643026873,0,3.47502241327066,8814.736503,0.922433344687354,0,0,0.321793913809519,0,0,0,0,2.5011228772972,0.35401345955582,0,0.668161655540754,0,0,0,0,1.9586213171686,0,0,0,0,83.6423792417474,65.4653731069107,0.00733456323921632,0,0.0290576684425014,0,0.0604443336755451,0,0.00736642819776541,0.296609520119382,0.0417957395181248,0.00579627071521766,0,0.00535973802900727,0.0285473208375866,0.417365691170641,0.0229822006041234,0.0550283473686686,0.014523956630533,0,0.0221825703059606,0,0.0637852865872,0.0169315959010161,0,0,0.00590664305817766,0,0,0,0,0.0459090102293906,0.00649804441181755,0,0.0122643475686629,0,0,0,0,0.0359511989201285,0,0,0,0,1.20164047553067,0.000181495984916859,0,0.00071904079102641,0,0.0014957133117934,0,0.000182284492950341,0.00733969225351395,0.00103424821107427,0.000143430471316732,0,0.000132628338013343,0.000706412085242168,0.0103278402161019,0.000568701502483451,0.00136169309313784,0.000359399698056185,0,0.000548914408991852,0,0.00157838620170994,0.00041897745973999,0,0,0.000146161668313712,0,0,0,0,0.00113603233844797,0.000160796073616284,0,0.000303484988640577,0,0,0,0,0.000889623286914059,0,0,0,0,0.0297349568760013,0.0399587005272505,0,0.158306177674747,0,0.329300729864369,0,0.0401323008214259,1.61592866561039,0.227703188894744,0.0315780828565058,0,0.0291998527820316,0.155525803923171,2.27380828549765,0.125207028891264,0.299794436464506,0.0791265157231439,0,0.120850643026873,0,0.347502241327066,0.0922433344687354,0,0,0.0321793913809519,0,0,0,0,0.25011228772972,0.035401345955582,0,0.0668161655540754,0,0,0,0,0.19586213171686,0,0,0,0,6.54653731069107,0.00610379176515108,0,0.0241816658428296,0,0.0503015127289648,0,0.00613030964566357,0.24683715816779,0.0347822334294016,0.00482363138829683,0,0.00446035077724917,0.0237569567760936,0.347329920778779,0.0191256878177094,0.0457943523784575,0.0120867738115421,0,0.0184602389463989,0,0.0530818392739569,0.014090400786091,0,0,0.00491548277413773,0,0,0,0,0.0382052795026868,0.00540764441955727,0,0.010206336935552,0,0,0,0,0.0299184320536904,0,0,0,0,
"QF8739",2022-01-14,"QU3","Zoopsprint","POM",,,5,,,"Q22-030",27.02,848.43,16000,"C:\CompassCDS\Data\2022\05\18\2022-05-19 16_59_24_Q22-030.DATA","N.A.",,,4,0.174658887015224,0,0.542282088422096,0,2.52972099826815,0.127920852545053,1.32559041058322,7.58161090667268,2.24570816647648,0,0,0,1.42133940069968,8.20160655524524,1.18095926490713,1.15366059395327,0,1.40377288676787,0,1.5095160082321,0,3.82006249468971,18701.909,0.618760610480994,0,0,0.175480303748671,0,0,0,0,1.6753053011861,0,0,0.265928001628069,0,0.159968510006118,0,0,1.93580070596002,0.790146490125687,0,0.22808310940343,0,73.4325664294485,39.067882547017,0.0064640594750268,0,0.0200696553820169,0,0.0936240191809084,0.00473430246280729,0.0490596006877579,0.280592557611868,0.0831128114906174,0,0,0,0.0526032346669017,0.303538362518329,0.0437068565842757,0.0426965430774711,0.0519531046176118,0,0.0558666176251703,0,0.141379070861944,0.0229000966129161,0,0,0.00649445979824837,0,0,0,0,0.0620024167722464,0,0,0.00984189495292632,0,0.0059203741675099,0,0,0.0716432533663959,0.0292430233207138,0,0.00844126977806922,0,1.44588758501173,0.000205861281443636,0,0.000639159492736108,0,0.00298164963316731,0.000150773608364925,0.00156240398215907,0.00893604764880153,0.00264689858500581,0,0,0,0.00167525830145054,0.00966680404422904,0.0013919348265704,0.00135975931302909,0.00165455357161801,0,0.00177918745003371,0,0.004502507566552,0.000729300720720618,0,0,0.000206829442321312,0,0,0,0,0.00197459460554919,0,0,0.000313435406136121,0,0.000188546503549047,0,0,0.00228162689433426,0.000931304279817648,0,0.000268829613996948,0,0.0460472667715863,0.0109161804384515,0,0.033892630526381,0,0.158107562391759,0.00799505328406581,0.0828494006614512,0.473850681667043,0.14035676040478,0,0,0,0.0888337125437302,0.512600409702828,0.0738099540566955,0.0721037871220794,0.0877358054229918,0,0.0943447505145063,0,0.238753905918107,0.0386725381550621,0,0,0.0109675189842919,0,0,0,0,0.104706581324131,0,0,0.0166205001017543,0,0.00999803187538235,0,0,0.120987544122501,0.0493841556328554,0,0.0142551943377144,0,2.44174265918856,0.00447065148219967,0,0.0138805088238267,0,0.0647519351790746,0.00327432264574627,0.0339304391270224,0.194062498717417,0.0574822084041499,0,0,0,0.0363812755653994,0.209932200583814,0.0302283919146598,0.0295296422211999,0.0359316347661912,0,0.0386382857175698,0,0.0977801264271844,0.0158380892472566,0,0,0.00449167685342265,0,0,0,0,0.0428819068750378,0,0,0.00680681890829463,0,0.00409462964402026,0,0,0.049549670464744,0.0202249632847332,0,0.00583812314703617,0,
